Id,Sales
1,6271.178625696945
2,6271.178625696945
3,6271.178625696945
4,6271.178625696945
5,6271.178625696945
6,6271.178625696945
7,6271.178625696945
8,6271.178625696945
9,6271.178625696945
10,6271.178625696945
11,6271.178625696945
12,6271.178625696945
13,6271.178625696945
14,6271.178625696945
15,6271.178625696945
16,6271.178625696945
17,6271.178625696945
18,6271.178625696945
19,6271.178625696945
20,6271.178625696945
21,6271.178625696945
22,6271.178625696945
23,6271.178625696945
24,6271.178625696945
25,6271.178625696945
26,6271.178625696945
27,6271.178625696945
28,6271.178625696945
29,6271.178625696945
30,6271.178625696945
31,6271.178625696945
32,6271.178625696945
33,6271.178625696945
34,6271.178625696945
35,6271.178625696945
36,6271.178625696945
37,6271.178625696945
38,6271.178625696945
39,6271.178625696945
40,6271.178625696945
41,6271.178625696945
42,6271.178625696945
43,6271.178625696945
44,6271.178625696945
45,6271.178625696945
46,6271.178625696945
47,6271.178625696945
48,6271.178625696945
49,6271.178625696945
50,6271.178625696945
51,6271.178625696945
52,6271.178625696945
53,6271.178625696945
54,6271.178625696945
55,6271.178625696945
56,6271.178625696945
57,6271.178625696945
58,6271.178625696945
59,6271.178625696945
60,6271.178625696945
61,6271.178625696945
62,6271.178625696945
63,6271.178625696945
64,6271.178625696945
65,6271.178625696945
66,6271.178625696945
67,6271.178625696945
68,6271.178625696945
69,6271.178625696945
70,6271.178625696945
71,6271.178625696945
72,6271.178625696945
73,6271.178625696945
74,6271.178625696945
75,6271.178625696945
76,6271.178625696945
77,6271.178625696945
78,6271.178625696945
79,6271.178625696945
80,6271.178625696945
81,6271.178625696945
82,6271.178625696945
83,6271.178625696945
84,6271.178625696945
85,6271.178625696945
86,6271.178625696945
87,6271.178625696945
88,6271.178625696945
89,6271.178625696945
90,6271.178625696945
91,6271.178625696945
92,6271.178625696945
93,6271.178625696945
94,6271.178625696945
95,6271.178625696945
96,6271.178625696945
97,6271.178625696945
98,6271.178625696945
99,6271.178625696945
100,6271.178625696945
101,6271.178625696945
102,6271.178625696945
103,6271.178625696945
104,6271.178625696945
105,6271.178625696945
106,6271.178625696945
107,6271.178625696945
108,6271.178625696945
109,6271.178625696945
110,6271.178625696945
111,6271.178625696945
112,6271.178625696945
113,6271.178625696945
114,6271.178625696945
115,6271.178625696945
116,6271.178625696945
117,6271.178625696945
118,6271.178625696945
119,6271.178625696945
120,6271.178625696945
121,6271.178625696945
122,6271.178625696945
123,6271.178625696945
124,6271.178625696945
125,6271.178625696945
126,6271.178625696945
127,6271.178625696945
128,6271.178625696945
129,6271.178625696945
130,6271.178625696945
131,6271.178625696945
132,6271.178625696945
133,6271.178625696945
134,6271.178625696945
135,6271.178625696945
136,6271.178625696945
137,6271.178625696945
138,6271.178625696945
139,6271.178625696945
140,6271.178625696945
141,6271.178625696945
142,6271.178625696945
143,6271.178625696945
144,6271.178625696945
145,6271.178625696945
146,6271.178625696945
147,6271.178625696945
148,6271.178625696945
149,6271.178625696945
150,6271.178625696945
151,6271.178625696945
152,6271.178625696945
153,6271.178625696945
154,6271.178625696945
155,6271.178625696945
156,6271.178625696945
157,6271.178625696945
158,6271.178625696945
159,6271.178625696945
160,6271.178625696945
161,6271.178625696945
162,6271.178625696945
163,6271.178625696945
164,6271.178625696945
165,6271.178625696945
166,6271.178625696945
167,6271.178625696945
168,6271.178625696945
169,6271.178625696945
170,6271.178625696945
171,6271.178625696945
172,6271.178625696945
173,6271.178625696945
174,6271.178625696945
175,6271.178625696945
176,6271.178625696945
177,6271.178625696945
178,6271.178625696945
179,6271.178625696945
180,6271.178625696945
181,6271.178625696945
182,6271.178625696945
183,6271.178625696945
184,6271.178625696945
185,6271.178625696945
186,6271.178625696945
187,6271.178625696945
188,6271.178625696945
189,6271.178625696945
190,6271.178625696945
191,6271.178625696945
192,6271.178625696945
193,6271.178625696945
194,6271.178625696945
195,6271.178625696945
196,6271.178625696945
197,6271.178625696945
198,6271.178625696945
199,6271.178625696945
200,6271.178625696945
201,6271.178625696945
202,6271.178625696945
203,6271.178625696945
204,6271.178625696945
205,6271.178625696945
206,6271.178625696945
207,6271.178625696945
208,6271.178625696945
209,6271.178625696945
210,6271.178625696945
211,6271.178625696945
212,6271.178625696945
213,6271.178625696945
214,6271.178625696945
215,6271.178625696945
216,6271.178625696945
217,6271.178625696945
218,6271.178625696945
219,6271.178625696945
220,6271.178625696945
221,6271.178625696945
222,6271.178625696945
223,6271.178625696945
224,6271.178625696945
225,6271.178625696945
226,6271.178625696945
227,6271.178625696945
228,6271.178625696945
229,6271.178625696945
230,6271.178625696945
231,6271.178625696945
232,6271.178625696945
233,6271.178625696945
234,6271.178625696945
235,6271.178625696945
236,6271.178625696945
237,6271.178625696945
238,6271.178625696945
239,6271.178625696945
240,6271.178625696945
241,6271.178625696945
242,6271.178625696945
243,6271.178625696945
244,6271.178625696945
245,6271.178625696945
246,6271.178625696945
247,6271.178625696945
248,6271.178625696945
249,6271.178625696945
250,6271.178625696945
251,6271.178625696945
252,6271.178625696945
253,6271.178625696945
254,6271.178625696945
255,6271.178625696945
256,6271.178625696945
257,6271.178625696945
258,6271.178625696945
259,6271.178625696945
260,6271.178625696945
261,6271.178625696945
262,6271.178625696945
263,6271.178625696945
264,6271.178625696945
265,6271.178625696945
266,6271.178625696945
267,6271.178625696945
268,6271.178625696945
269,6271.178625696945
270,6271.178625696945
271,6271.178625696945
272,6271.178625696945
273,6271.178625696945
274,6271.178625696945
275,6271.178625696945
276,6271.178625696945
277,6271.178625696945
278,6271.178625696945
279,6271.178625696945
280,6271.178625696945
281,6271.178625696945
282,6271.178625696945
283,6271.178625696945
284,6271.178625696945
285,6271.178625696945
286,6271.178625696945
287,6271.178625696945
288,6271.178625696945
289,6271.178625696945
290,6271.178625696945
291,6271.178625696945
292,6271.178625696945
293,6271.178625696945
294,6271.178625696945
295,6271.178625696945
296,6271.178625696945
297,6271.178625696945
298,6271.178625696945
299,6271.178625696945
300,6271.178625696945
301,6271.178625696945
302,6271.178625696945
303,6271.178625696945
304,6271.178625696945
305,6271.178625696945
306,6271.178625696945
307,6271.178625696945
308,6271.178625696945
309,6271.178625696945
310,6271.178625696945
311,6271.178625696945
312,6271.178625696945
313,6271.178625696945
314,6271.178625696945
315,6271.178625696945
316,6271.178625696945
317,6271.178625696945
318,6271.178625696945
319,6271.178625696945
320,6271.178625696945
321,6271.178625696945
322,6271.178625696945
323,6271.178625696945
324,6271.178625696945
325,6271.178625696945
326,6271.178625696945
327,6271.178625696945
328,6271.178625696945
329,6271.178625696945
330,6271.178625696945
331,6271.178625696945
332,6271.178625696945
333,6271.178625696945
334,6271.178625696945
335,6271.178625696945
336,6271.178625696945
337,6271.178625696945
338,6271.178625696945
339,6271.178625696945
340,6271.178625696945
341,6271.178625696945
342,6271.178625696945
343,6271.178625696945
344,6271.178625696945
345,6271.178625696945
346,6271.178625696945
347,6271.178625696945
348,6271.178625696945
