Id,Sales
1,4281.6426
2,7632.9043
3,9622.025
4,7415.7876
5,7539.1104
6,6110.617
7,7693.9
8,8005.78
9,5890.9424
10,5757.5474
11,7383.575
12,8423.381
13,7208.152
14,8902.172
15,6327.948
16,4993.2856
17,5817.603
18,10268.186
19,10737.494
20,9847.852
21,8212.814
22,4314.561
23,6122.992
24,4442.9775
25,8355.797
26,11239.362
27,9598.661
28,6202.742
29,5441.2974
30,4635.4326
31,5817.1978
32,10744.194
33,6850.3013
34,5376.3022
35,5608.862
36,7505.6694
37,3714.3303
38,7832.538
39,4576.7217
40,7003.85
41,6869.4194
42,5607.8345
43,8244.327
44,7189.106
45,5273.5034
46,6959.2285
47,7579.538
48,11811.139
49,6351.931
50,8832.643
51,7269.546
52,9370.162
53,6974.4653
54,9613.091
55,4801.217
56,5070.8022
57,6352.5312
58,6117.552
59,9479.965
60,8316.432
61,5931.0747
62,8069.6396
63,6907.8374
64,10033.793
65,3944.518
66,13554.799
67,4921.2524
68,6142.559
69,8593.863
70,5160.2266
71,6612.6553
72,6336.44
73,7756.7437
74,5726.1045
75,5677.219
76,8163.006
77,7890.326
78,7311.727
79,5296.7993
80,7274.6855
81,12021.184
82,6789.027
83,4601.173
84,7202.256
85,6169.6167
86,5974.1514
87,7802.541
88,3910.56
89,8319.503
90,6356.8643
91,7409.968
92,7244.06
93,4575.782
94,5714.9414
95,5549.4624
96,8455.723
97,8715.178
98,5278.9736
99,4821.2812
100,7375.819
101,6191.8535
102,6225.081
103,7481.818
104,6873.877
105,7693.4004
106,5875.37
107,4696.8413
108,6650.5317
109,8123.015
110,8097.1562
111,8632.992
112,8521.116
113,5858.6714
114,8983.372
115,5942.8247
116,7162.263
117,9436.251
118,6919.238
119,10276.464
120,8258.8545
121,8006.391
122,6055.3994
123,7500.216
124,8452.578
125,6890.096
126,4051.2012
127,5327.439
128,8064.193
129,6026.077
130,4363.237
131,8809.834
132,6606.5654
133,5849.609
134,6010.7495
135,5635.8477
136,7522.2095
137,7426.2485
138,6867.776
139,5737.6685
140,5307.182
141,6900.514
142,4036.3853
143,6572.7563
144,5817.026
145,8769.685
146,7710.7744
147,6489.1724
148,12748.805
149,5350.9062
150,5363.405
151,10825.414
152,6849.1514
153,8776.446
154,7792.657
155,5610.526
156,6592.867
157,5830.5635
158,7938.843
159,11667.08
160,6431.7354
161,3475.342
162,4916.6216
163,8697.688
164,9608.544
165,6909.3066
166,7259.1665
167,5008.1396
168,5427.374
169,3332.9487
170,5140.1147
171,6136.779
172,7638.1475
173,7212.691
174,6607.278
175,8434.797
176,9648.648
177,7794.0107
178,5488.6333
179,9964.706
180,11291.387
181,6137.8213
182,7795.4375
183,5617.1655
184,6938.5425
185,4445.8984
186,7441.699
187,5664.7188
188,9368.285
189,7268.228
190,8979.277
191,8387.401
192,5692.652
193,9468.255
194,19282.176
195,11087.535
196,6171.6353
197,3205.2888
198,6596.2827
199,8531.826
200,5894.9897
201,12559.904
202,19560.527
203,4055.0444
204,5670.276
205,9341.233
206,5099.138
207,8231.127
208,6957.264
209,7917.2246
210,5004.515
