Id,Sales
1,4128.228
2,7546.6216
3,9005.075
4,7949.7544
5,7182.101
6,6204.31
7,7039.252
8,7807.0825
9,5886.6343
10,5709.5854
11,6897.106
12,8150.955
13,7047.636
14,9108.533
15,6290.1206
16,4914.127
17,5655.6323
18,9525.346
19,10351.204
20,9259.979
21,7796.2773
22,3978.8206
23,5808.626
24,4283.714
25,7979.3813
26,10899.218
27,9599.294
28,6108.6714
29,4768.5645
30,4269.167
31,5815.3726
32,9620.73
33,6139.2676
34,5779.33
35,5483.6826
36,7263.523
37,3587.2424
38,7775.989
39,4546.4805
40,7051.267
41,6891.0757
42,5292.7837
43,8365.079
44,7232.973
45,5044.476
46,6751.515
47,7445.7524
48,11821.992
49,6216.6675
50,8522.92
51,6659.6025
52,8790.5205
53,6778.707
54,9022.492
55,4589.1934
56,4852.502
57,5871.6006
58,6073.064
59,9126.177
60,7931.335
61,5726.023
62,8032.2207
63,6902.173
64,10130.654
65,3824.3462
66,13118.736
67,4523.208
68,6053.742
69,8459.354
70,4564.2617
71,6385.7915
72,6025.5137
73,7723.7734
74,5878.3525
75,5833.4062
76,7897.397
77,7637.427
78,6911.0923
79,4994.458
80,7457.196
81,11515.963
82,6609.938
83,4322.0083
84,6887.337
85,6172.5005
86,5792.553
87,7714.6367
88,3761.1272
89,7956.3535
90,6169.717
91,7596.857
92,7129.744
93,4313.96
94,5388.845
95,5418.715
96,8118.903
97,8410.639
98,4951.2173
99,4919.6846
100,7655.33
101,6062.652
102,6447.8105
103,7407.318
104,6559.5605
105,7459.778
106,5777.428
107,4245.6333
108,6522.209
109,7849.635
110,7714.011
111,8398.271
112,8059.648
113,5533.13
114,8743.453
115,5716.479
116,6798.326
117,9174.151
118,6514.375
119,9897.956
120,7933.1655
121,7952.272
122,6051.358
123,7145.027
124,8324.051
125,6816.981
126,3753.1992
127,5181.697
128,7777.435
129,5586.7354
130,3990.5854
131,8351.869
132,6529.1865
133,5715.4478
134,6211.866
135,5463.014
136,7314.588
137,7288.75
138,6801.965
139,5673.311
140,6321.5654
141,6408.3677
142,4052.3723
143,6243.134
144,5840.7275
145,8732.135
146,7752.683
147,6361.821
148,12576.05
149,4982.3433
150,5322.67
151,10270.369
152,6716.305
153,8666.082
154,7334.61
155,5800.8584
156,6719.49
157,5586.3994
158,8008.3916
159,11248.628
160,6273.0454
161,3218.0679
162,4476.965
163,8730.651
164,9327.53
165,6669.6587
166,6570.6885
167,5134.7783
168,5017.3105
169,3329.4788
170,5054.8037
171,6387.0654
172,7588.3774
173,6638.9585
174,7133.8325
175,8021.464
176,9474.849
177,7709.3403
178,5402.164
