Id,Sales
1,5158.2827
2,8097.7285
3,11218.489
4,8468.258
5,8340.669
6,6604.1143
7,8346.135
8,8713.881
9,7380.942
10,6249.0327
11,8136.438
12,9227.93
13,8114.0337
14,10320.684
15,7296.756
16,5530.7134
17,6389.466
18,11525.227
19,12289.168
20,11202.228
21,8721.572
22,4973.2173
23,6317.1357
24,5482.3545
25,8968.92
26,11603.526
27,10922.517
28,6606.175
29,6703.5566
30,5753.309
31,6099.6934
32,11306.991
33,6839.3916
34,5818.7734
35,6358.1807
36,8171.7383
37,3725.789
38,8767.443
39,4857.5957
40,7747.7603
41,7464.4253
42,6382.729
43,9041.359
44,7834.66
45,5648.2627
46,7412.7114
47,9263.847
48,12539.09
49,6768.8604
50,10277.276
51,8492.84
52,10029.009
53,7589.2964
54,10144.781
55,5249.073
56,5671.818
57,6697.7534
58,6605.211
59,10864.252
60,9176.584
61,6223.9473
62,8765.4375
63,7316.9316
64,10697.169
65,3766.962
66,14158.986
67,5102.418
68,6525.6875
69,9575.674
70,5367.617
71,7946.7754
72,6227.73
73,8432.368
74,6329.077
75,6377.106
76,8824.458
77,9085.957
78,9455.224
79,5983.5444
80,8008.4146
81,14073.723
82,7374.8267
83,5695.3022
84,8019.2075
85,6728.687
86,6788.879
87,8445.954
88,4082.508
89,8897.274
90,6704.0684
91,8531.102
92,9169.323
93,5223.2817
94,6712.0146
95,6668.838
96,9353.634
97,9236.743
98,5522.9688
99,5021.3945
100,8596.608
101,6639.028
102,7815.6797
103,7898.7827
104,7482.4165
105,8629.362
106,6774.215
107,4712.499
108,6952.9854
109,8371.257
110,10069.811
111,9274.57
112,9158.275
113,6354.3306
114,9825.458
115,6298.569
116,7949.6934
117,10107.184
118,7386.034
119,10748.971
120,9551.228
121,8627.238
122,6619.407
123,7989.867
124,9327.549
125,7698.81
126,4279.377
127,6401.556
128,8490.879
129,6961.7915
130,4559.2227
131,8766.65
132,7143.807
133,6026.7554
134,6390.3735
135,5947.5713
136,8761.483
137,7972.678
138,7507.4946
139,6400.323
140,5453.2373
141,7239.4746
142,4401.6167
143,6927.15
144,7578.8213
145,9688.596
146,8726.165
147,7256.564
148,14221.404
149,5609.707
150,6127.0
151,12005.372
152,7474.7056
153,9692.1455
154,8704.495
155,6172.448
156,7246.5483
157,6064.399
158,9762.134
159,12227.729
160,7352.331
161,4016.861
162,5067.9785
163,9443.821
164,9814.002
165,8445.512
166,8433.847
167,5172.013
168,6114.7285
169,3555.1853
170,5298.123
171,6777.227
172,8475.393
173,7755.6416
174,6846.7026
175,9653.941
176,10906.965
177,8663.825
178,6829.451
179,11042.156
180,11947.22
181,6506.8237
182,9710.883
183,6293.716
184,7699.971
185,4684.054
186,9385.993
187,5922.5044
188,10276.837
189,8033.4775
190,10202.097
191,8711.7705
192,6469.6245
193,11187.728
194,21319.502
195,12512.568
196,7318.105
197,3611.7383
198,7609.032
199,9796.944
200,6130.362
201,13446.471
202,21138.014
203,4340.48
204,6287.5117
205,10725.929
206,5395.4443
207,9159.795
208,7620.1885
209,8703.797
210,5624.623
211,7285.698
212,7720.114
213,7982.448
214,11432.736
215,7214.6797
216,6945.6084
217,8186.795
218,6015.4185
219,5558.4204
220,8481.207
221,6340.2007
222,6531.4595
223,7772.0884
224,7174.1045
225,7082.1714
226,8728.571
227,8168.325
228,9246.748
229,8200.948
230,8690.791
231,6203.1743
232,4487.962
233,7391.037
234,7782.6143
235,6808.1436
236,5096.021
237,9751.897
238,8363.388
239,10843.725
240,8189.0996
241,6132.3555
242,6253.88
243,5138.1978
244,11023.932
245,5788.085
246,8302.5625
247,16948.836
248,8823.423
249,9504.481
250,6627.027
251,4969.77
252,8100.6245
253,4684.019
254,6884.1255
255,11483.334
256,5732.997
257,17424.334
258,15299.436
259,6128.5254
260,7967.6987
261,5895.8496
262,7581.207
263,6229.4883
264,12622.169
265,8696.66
266,11341.467
267,4912.041
268,8253.484
269,5947.078
270,9161.229
271,7616.642
272,7270.947
273,7346.4287
274,7149.315
275,9307.51
276,10851.349
277,7095.1465
278,11221.389
279,7674.28
280,10553.27
281,6053.9316
282,6596.075
283,6181.1733
284,13055.03
285,7096.73
286,8774.529
287,7864.7207
288,10113.269
289,4980.9604
290,11080.9795
291,7665.713
292,4660.0825
293,15546.327
294,19731.238
295,8048.6704
296,8164.182
297,11501.695
298,10956.3545
299,12453.85
300,6796.9253
301,8026.339
302,6843.105
303,9365.693
304,4202.1587
305,7347.4023
306,6509.9463
307,6266.563
308,7981.9077
309,6390.9834
310,5258.254
311,8646.854
312,4859.654
313,6169.999
314,7261.0986
315,6878.8877
316,10808.659
317,10050.784
318,8735.642
319,7303.036
320,6950.3726
321,12743.772
322,8370.626
323,6656.1533
324,5627.8325
325,10369.822
326,4802.3936
327,8163.8706
328,3715.3052
329,5617.7764
330,9183.755
331,7096.466
332,5990.3564
333,9917.461
334,11259.791
335,13411.75
336,6813.0806
337,10659.873
338,3288.603
339,6456.611
340,6923.1665
341,5693.1895
342,8797.742
343,6442.388
344,5506.174
345,9138.721
346,12704.175
347,10789.974
348,6089.213
349,6395.191
350,10547.815
351,8199.736
352,6702.131
353,5947.7983
354,7729.6035
355,12383.989
356,5140.761
357,6515.202
358,8823.305
359,8939.567
360,14756.19
